id,nameFirst,nameLast,time,Math,Chemistry,History,Computer Science,French,Biology,Physics
idemartini856,Irene,Demartini,20,"{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}"
stestman11,Serena,Testman,20,"{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}"
nmerendino250,Natosha,Merendino,25,"{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}"
atongren419,Amber,Tongren,30,"{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}"
fjamieson342,Felisa,Jamieson,25,"{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}"
dstavrosit119,Dani,Stavrositu,30,"{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 3}"
bhoefler838,Brice,Hoefler,5,"{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 2}"
nmiddough832,Nida,Middough,10,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 5}"
cmaddux245,Clyde,Maddux,10,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 2}"
ppreis962,Piedad,Preis,15,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}"
bnunmaker857,Brandon,Nunmaker,25,"{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 3}"
jwiberg52,Jestine,Wiberg,15,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 1}"
dclizbe104,Domenic,Clizbe,5,"{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 1}"
gchambliss72,Gisela,Chambliss,30,"{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 3}"
egilyard945,Everette,Gilyard,30,"{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 3}"
tdubow979,Travis,Dubow,25,"{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 2}"
yrabago541,Yajaira,Rabago,10,"{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 1}"
mvital956,Madalene,Vital,10,"{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 3}"
fghekiere372,Fredia,Ghekiere,10,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}"
smelkonian799,Shakira,Melkonian,20,"{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 5}"
sgries641,Sonya,Gries,25,"{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 3}"
mkoenigsfe260,Major,Koenigsfeld,20,"{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}"
ckluck180,Cheree,Kluck,30,"{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 2}"
tcardosi940,Thomas,Cardosi,5,"{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}"
dpavelec734,Darcy,Pavelec,25,"{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 1}"
eharkcom560,Ellsworth,Harkcom,5,"{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 1}"
cholley805,Collene,Holley,25,"{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 4}"
speri728,Sherly,Peri,15,"{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 2}"
ythal394,Yi,Thal,20,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}"
sosmanski86,Shanelle,Osmanski,10,"{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 2}"
eklang453,Eugene,Klang,15,"{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}"
lblough176,Lucile,Blough,5,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}"
hghaor145,Hong,Ghaor,5,"{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 4}"
lbocchini675,Lulu,Bocchini,30,"{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}"
lnawfel64,Lonnie,Nawfel,20,"{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 3}"
shondros632,Sung,Hondros,10,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 1}"
ewhalan585,Ebonie,Whalan,5,"{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 3}"
dflater887,Darell,Flater,20,"{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 2}"
chee623,Carlo,Hee,5,"{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}"
dlongmore82,Dotty,Longmore,5,"{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 4}"
efarm134,Eloy,Farm,10,"{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 3}"
mlomack768,Monty,Lomack,25,"{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}"
fwolfgramm746,Florencio,Wolfgramm,30,"{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}"
lpisani715,Lindy,Pisani,10,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 5}"
stubbs124,Stasia,Tubbs,25,"{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}"
iradwan650,Issac,Radwan,10,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 2}"
wdevit5,Wilda,Devit,10,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 1}"
rseigfried211,Rosa,Seigfried,10,"{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}"
dwildin354,Dacia,Wildin,20,"{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 3}"
msandel892,Melvina,Sandel,5,"{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}"
llaiche181,Lila,Laiche,5,"{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 5}"
mtatton149,Margeret,Tatton,15,"{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 1}"
bellerman281,Branden,Ellerman,25,"{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 1}"
sameduri940,Sylvester,Ameduri,20,"{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 1}"
nvecellio885,Nola,Vecellio,10,"{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}"
lshazier308,Lala,Shazier,10,"{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 3}"
sbunyan89,Stefania,Bunyan,30,"{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}"
dacerno117,Daniel,Acerno,15,"{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 5}"
mberges950,Manuela,Berges,10,"{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 2}"
cmerati498,Chong,Merati,10,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 4}"
sprudden177,Silas,Prudden,15,"{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}"
vegner506,Vivien,Egner,20,"{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 3}"
fhottman692,Francesco,Hottman,25,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 4}"
cdollard347,Charla,Dollard,5,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}"
jlumb95,Jc,Lumb,5,"{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 1}"
srickie226,Soo,Rickie,15,"{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}"
chotek567,Crissy,Hotek,30,"{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 1}"
ibrandau420,Ima,Brandau,10,"{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 3}"
mmckey184,Marco,Mckey,30,"{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}"
hklimo794,Heike,Klimo,25,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}"
lbevly220,Lucilla,Bevly,15,"{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 4}"
florensen18,Florrie,Lorensen,5,"{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 1}"
rmccullar807,Rayford,Mccullar,20,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 3, 'preference': 3}"
wcorringto903,Waylon,Corrington,10,"{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 3}"
